"","id","max","min","median","std","wealth","mean"
"435",435,0,0,0,0,-0.44131,0
"436",436,0,0,0,0,-0.415155,0
"437",437,0,0,0,0,-0.19954,0
"438",438,11,0,0,3.80158127652431,-0.206655,2.35
"439",439,8,0,0,3.17502883149241,-0.44176,2.2
"440",440,0,0,0,0,-0.43531,0
"441",441,0,0,0,0,-0.20395,0
"442",442,0,0,0,0,-0.55741,0
"443",443,62,8,35.5,17.5502625955202,2.715035,36.22
"444",444,0,0,0,0,-0.230185,0
"445",445,0,0,0,0,-0.494455,0
"446",446,0,0,0,0,-0.33651,0
"447",447,6,0,0,0.844231764817738,-0.25624,0.12
"448",448,0,0,0,0,-0.48465,0
"449",449,0,0,0,0,-0.475155,0
"450",450,7,0,0,0.7,-0.409035,0.07
"451",451,0,0,0,0,-0.460565,0
"452",452,0,0,0,0,-0.17944,0
"453",453,0,0,0,0,-0.27361,0
"454",454,0,0,0,0,-0.330225,0
"455",455,0,0,0,0,-0.36557,0
"456",456,0,0,0,0,-0.29715,0
"457",457,0,0,0,0,-0.4232,0
"458",458,0,0,0,0,-0.308775,0
"459",459,8,0,0,2.19273363819704,-0.024985,0.8
"460",460,62,7,31.5,18.9242402406773,1.780695,33.88
"461",461,62,0,22,20.1840921459841,2.547345,29.42
"462",462,0,0,0,0,-0.522915,0
"463",463,0,0,0,0,-0.40975,0
"464",464,14,0,0,4.4608736744492,-0.316415,3.86
"465",465,0,0,0,0,-0.50576,0
"466",466,0,0,0,0,-0.10028,0
"467",467,7,0,0,2.32359439427171,0.12371,0.93
"468",468,7,0,0,1.87368809322872,-0.572355,0.62
"469",469,0,0,0,0,-0.42667,0
"470",470,0,0,0,0,-0.45228,0
"471",471,0,0,0,0,-0.602765,0
"472",472,0,0,0,0,-0.07872,0
"473",473,0,0,0,0,-0.180235,0
"474",474,6,0,0,1.02867964798659,-0.519535,0.18
"475",475,0,0,0,0,-0.413445,0
"476",476,6,0,0,0.844231764817738,-0.44463,0.12
"477",477,61,0,19.5,16.5973832670434,-0.04091,24.96
"478",478,0,0,0,0,-0.39664,0
"479",479,0,0,0,0,-0.649635,0
"480",480,11,0,0,3.58418242230549,-0.41096,2.11
"481",481,61,0,15,16.762690051951,2.432185,21.89
"482",482,0,0,0,0,-0.25738,0
"483",483,0,0,0,0,-0.369555,0
"484",484,0,0,0,0,-0.565495,0
"485",485,0,0,0,0,-0.29723,0
"486",486,0,0,0,0,-0.14447,0
"487",487,0,0,0,0,-0.38767,0
"488",488,0,0,0,0,-0.52431,0
"489",489,0,0,0,0,-0.388025,0
"490",490,8,0,0,3.17502883149241,0.32809,2.2
"491",491,0,0,0,0,-0.27855,0
"492",492,0,0,0,0,-0.31016,0
